ISIN,Ticker,Name,Mkt Cap,% Women on Bd,UN Glob Comp Sign,GHG Scp 1 Est,ESG Scr,GICS Ind Name,GICS Sector,Curncy
CH0102993182,TEL UN,TE CONNECTIVITY LTD,44448526189,33.33330154,Y,60.001,4.539999962,"Electronic Equipment, Instrume",Information Technology,USD
US2547091080,DFS UN,DISCOVER FINANCIAL SERVICES,32373980000,38.46149826,,6.168,4.019999981,Consumer Finance,Financials,USD
US92826C8394,V UN,VISA INC-CLASS A SHARES,5.66093E+11,33.33330154,,7.221,5.5,Financial Services,Financials,USD
US59522J1034,MAA UN,MID-AMERICA APARTMENT COMM,14910328878,30.76919937,,6.724,3.799999952,Residential REITs,Real Estate,USD
US98419M1009,XYL UN,XYLEM INC,31538950376,33.33330154,,37.63,5.940000057,Machinery,Industrials,USD
US56585A1025,MPC UN,MARATHON PETROLEUM CORP,71861826229,18.18180084,,31908.589,5.440000057,"Oil, Gas & Consumable Fuels",Energy,USD
US8923561067,TSCO UW,TRACTOR SUPPLY COMPANY,27727790144,44.44440079,,71.771,6.210000038,Specialty Retail,Consumer Discretionary,USD
US0079031078,AMD UW,ADVANCED MICRO DEVICES,2.46601E+11,33.33330154,,12.557,6.679999828,Semiconductors & Semiconductor,Information Technology,USD
US7611521078,RMD UN,RESMED INC,27012869078,30,,4.222,4.53000021,Health Care Equipment & Suppli,Health Care,USD
US5926881054,MTD UN,METTLER-TOLEDO INTERNATIONAL,26625426216,33.33330154,,27.083,5.289999962,Life Sciences Tools & Services,Health Care,USD
US9256521090,VICI UN,VICI PROPERTIES INC,29703326958,42.85710144,N,1.044,3.680000067,Specialized REITs,Real Estate,USD
US2172041061,CPRT UW,COPART INC,52293908934,18.18180084,N,54.123,2.970000029,Commercial Services & Supplies,Industrials,USD
US46982L1089,J UN,JACOBS SOLUTIONS INC,18171644294,30.76919937,Y,13.365,5.300000191,Professional Services,Industrials,USD
US0126531013,ALB UN,ALBEMARLE CORP,13496534251,30,,556.787,5.579999924,Chemicals,Materials,USD
US34959E1091,FTNT UW,FORTINET INC,49398623574,,,1.288,3.210000038,Software,Information Technology,USD
US60770K1079,MRNA UW,MODERNA INC,41335682912,33.33330154,,12.089,4.869999886,Biotechnology,Health Care,USD
US2971781057,ESS UN,ESSEX PROPERTY TRUST INC,15643859635,40,,31.386,5.760000229,Residential REITs,Real Estate,USD
US22160N1090,CSGP UW,COSTAR GROUP INC,34696980078,,,1.919,2.839999914,Real Estate Management & Devel,Real Estate,USD
US7561091049,O UN,REALTY INCOME CORP,45907894772,,,0.043,5.289999962,Retail REITs,Real Estate,USD
US96145D1054,WRK UN,WESTROCK CO,12144247707,33.33330154,,6048.502,5.949999809,Containers & Packaging,Materials,USD
US9297401088,WAB UN,WABTEC CORP,26116646325,33.33330154,,125.348,4.170000076,Machinery,Industrials,USD
US73278L1052,POOL UW,POOL CORP,14410941907,22.22220039,,0.338,2.660000086,Distributors,Consumer Discretionary,USD
US9581021055,WDC UW,WESTERN DIGITAL CORP,22779358641,33.33330154,,43.807,4.489999771,"Technology Hardware, Storage &",Information Technology,USD
US7134481081,PEP UW,PEPSICO INC,2.36202E+11,33.33330154,,3562.168,5.510000229,Beverages,Consumer Staples,USD
US25278X1090,FANG UW,DIAMONDBACK ENERGY INC,36363521514,,,1571.734,5.289999962,"Oil, Gas & Consumable Fuels",Energy,USD
US6974351057,PANW UW,PALO ALTO NETWORKS INC,94884777000,40,,1.297,5.590000153,Software,Information Technology,USD
US81762P1021,NOW UN,SERVICENOW INC,1.52572E+11,36.36360168,,2.672,5.010000229,Software,Information Technology,USD
US1713401024,CHD UN,CHURCH & DWIGHT CO INC,26036834411,30,,89.18,5.489999771,Household Products,Consumer Staples,USD
US3137451015,FRT UN,FEDERAL REALTY INVS TRUST,8532476481,42.85710144,,2.675,5.480000019,Retail REITs,Real Estate,USD
US5529531015,MGM UN,MGM RESORTS INTERNATIONAL,13622163770,36.36360168,,238.834,6.639999866,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
US0255371017,AEP UW,AMERICAN ELECTRIC POWER,44960277936,50,,48567.368,5.050000191,Electric Utilities,Utilities,USD
US46187W1071,INVH UN,INVITATION HOMES INC,20880015115,30,,74.303,3.640000105,Residential REITs,Real Estate,USD
US69370C1009,PTC UW,PTC INC,21548125477,30,,1.815,5.400000095,Software,Information Technology,USD
US4456581077,JBHT UW,HUNT (JB) TRANSPRT SVCS INC,17353108631,,,1835.89,5.539999962,Ground Transportation,Industrials,USD
US5128071082,LRCX UW,LAM RESEARCH CORP,1.16157E+11,30,,495.506,6.28000021,Semiconductors & Semiconductor,Information Technology,USD
US6081901042,MHK UN,MOHAWK INDUSTRIES INC,7259316872,11.1111002,,1904.784,#N/A Field Not Applicable,Household Durables,Consumer Discretionary,USD
US36266G1076,GEHC UW,GE HEALTHCARE TECHNOLOGY,39276174199,,,126.591,6.25,Health Care Equipment & Suppli,Health Care,USD
IE00BLS09M33,PNR UN,PENTAIR PLC,13007361200,40,N,50.041,4.400000095,Machinery,Industrials,USD
US92532F1003,VRTX UW,VERTEX PHARMACEUTICALS INC,1.04966E+11,36.36360168,,9.655,3.220000029,Biotechnology,Health Care,USD
JE00BJ1F3079,AMCR UN,AMCOR PLC,12986408760,30,N,515.951,6.710000038,Containers & Packaging,Materials,USD
US30303M1027,META UW,META PLATFORMS INC-CLASS A,1.26048E+12,44.44440079,,71.563,4.369999886,Interactive Media & Services,Communication Services,USD
US8725901040,TMUS UW,T-MOBILE US INC,1.93922E+11,,,93.769,5.320000172,Wireless Telecommunication Ser,Communication Services,USD
US9113631090,URI UN,UNITED RENTALS INC,44428461450,30,N,427.811,2.940000057,Trading Companies & Distributo,Industrials,USD
US0152711091,ARE UN,ALEXANDRIA REAL ESTATE EQUIT,20978981234,37.5,,87.552,4.96999979,Office REITs,Real Estate,USD
US4385161066,HON UW,HONEYWELL INTERNATIONAL INC,1.276E+11,33.33330154,,1059.688,5.760000229,Industrial Conglomerates,Industrials,USD
US2473617023,DAL UN,DELTA AIR LINES INC,31810668990,,,32454.756,5.179999828,Passenger Airlines,Industrials,USD
US9100471096,UAL UW,UNITED AIRLINES HOLDINGS INC,17896751971,,,31771.986,4.179999828,Passenger Airlines,Industrials,USD
IE00BKVD2N49,STX UW,SEAGATE TECHNOLOGY HOLDINGS,18196006814,25,,234.766,4.139999866,"Technology Hardware, Storage &",Information Technology,USD
US65249B2088,NWS UW,NEWS CORP - CLASS B,14254752361,37.5,N,15.354,3.559999943,Media,Communication Services,USD
US15135B1017,CNC UN,CENTENE CORP,40540512704,30,,45.393,3.099999905,Health Care Providers & Servic,Health Care,USD
US5732841060,MLM UN,MARTIN MARIETTA MATERIALS,36636739561,,,4455.452,3.289999962,Construction Materials,Materials,USD
US8807701029,TER UW,TERADYNE INC,15308070153,25,,3.782,4.909999847,Semiconductors & Semiconductor,Information Technology,USD
US70450Y1038,PYPL UW,PAYPAL HOLDINGS INC,69148785065,33.33330154,,4.572,5.110000134,Financial Services,Financials,USD
US88160R1014,TSLA UW,TESLA INC,4.61879E+11,,,208.472,5.610000134,Automobiles,Consumer Discretionary,USD
BMG0450A1053,ACGL UW,ARCH CAPITAL GROUP LTD,35050485821,25,,1.239,1.730000019,Insurance,Financials,USD
US2605571031,DOW UN,DOW INC,39959694294,33.33330154,,25091.183,5.730000019,Chemicals,Materials,USD
BMG3223R1088,EG UN,EVEREST GROUP LTD,15992616886,,,0.192,3.359999895,Insurance,Financials,USD
US8793601050,TDY UN,TELEDYNE TECHNOLOGIES INC,19332526594,27.27269936,,64.904,2.190000057,"Electronic Equipment, Instrume",Information Technology,USD
US36828A1016,GEV UN,GE VERNOVA INC,40099677431,,,1150.529,#N/A Field Not Applicable,Electrical Equipment,Industrials,USD
US65249B1098,NWSA UW,NEWS CORP - CLASS A,14257607957,37.5,N,15.354,3.559999943,Media,Communication Services,USD
US30161N1019,EXC UW,EXELON CORP,37525057879,44.44440079,,400.562,4.199999809,Electric Utilities,Utilities,USD
US37940X1028,GPN UN,GLOBAL PAYMENTS INC,32678958177,25,,1.85,3.99000001,Financial Services,Financials,USD
US22822V1017,CCI UN,CROWN CASTLE INC,41546850000,,,13.535,4.889999866,Specialized REITs,Real Estate,USD
JE00B783TY65,APTV UN,APTIV PLC,19207483542,30,,23.764,4.909999847,Automobile Components,Consumer Discretionary,USD
US0162551016,ALGN UW,ALIGN TECHNOLOGY INC,23405850216,40,,34.125,2.329999924,Health Care Equipment & Suppli,Health Care,USD
US4523271090,ILMN UW,ILLUMINA INC,19865678000,30,,17.315,6.570000172,Life Sciences Tools & Services,Health Care,USD
US49177J1025,KVUE UN,KENVUE INC,37249485459,,,158.464,#N/A Field Not Applicable,Personal Care Products,Consumer Staples,USD
US87612G1013,TRGP UN,TARGA RESOURCES CORP,25926190073,27.27269936,,8881.952,4.630000114,"Oil, Gas & Consumable Fuels",Energy,USD
CH1300646267,BG UN,BUNGE GLOBAL SA,15457646492,33.33330154,Y,1812.453,3.930000067,Food Products,Consumer Staples,USD
US5018892084,LKQ UW,LKQ CORP,11079201009,33.33330154,,263.405,5.909999847,Distributors,Consumer Discretionary,USD
US2435371073,DECK UN,DECKERS OUTDOOR CORP,21254312889,40,Y,0.358,3.690000057,"Textiles, Apparel & Luxury Goo",Consumer Discretionary,USD
US98978V1035,ZTS UN,ZOETIS INC,68158245098,41.66669846,,121.885,5.789999962,Pharmaceuticals,Health Care,USD
US29444U7000,EQIX UW,EQUINIX INC,72391792270,40,,40.824,5.130000114,Specialized REITs,Real Estate,USD
US2538681030,DLR UN,DIGITAL REALTY TRUST INC,44165395020,,,46.149,5.989999771,Specialized REITs,Real Estate,USD
US60855R1005,MOH UN,MOLINA HEALTHCARE INC,21164744000,22.22220039,,264.783,3,Health Care Providers & Servic,Health Care,USD
US5178341070,LVS UN,LAS VEGAS SANDS CORP,34410002623,25,,55.425,7.079999924,"Hotels, Restaurants & Leisure",Consumer Discretionary,USD
